GENER01  1.00e+25  1.00e-06                                0.00  
VERTICES
 ly
 or
 qe0 4                    
 ly
 gc
 ja
 or
 qf0 4                    
 ja
 fm
 lr
 or
 qg0 3                    
 bu
 kq
 be
 qh0 3                    
 kq
 bt
 bd
 qi0 3                    
 kq
 bd
 be
 qj0 4                    
 cy
 kn
 os
 lz
 qk0 4                    
 kn
 do
 mf
 os
 ql0 4                    
 mf
 dn
 kg
 os
 qm0 4                    
 kg
 cx
 lz
 os
 qn0 3                    
 ej
 lq
 ek
 qo0 3                    
 lq
 dt
 du
 qp0 3                    
 lq
 du
 ek
 qq0 4                    
 fo
 jo
 ot
 lb
 qr0 4                    
 jo
 ge
 lj
 ot
 qs0 4                    
 lj
 gd
 jh
 ot
 qt0 4                    
 jh
 fn
 lb
 ot
 qu0 3                    
 bv
 jz
 bf
 qv0 3                    
 jz
 bu
 be
 qw0 3                    
 jz
 be
 bf
 qx0 3                    
 es
 my
 er
 qy0 3                    
 my
 fi
 fh
 qz0 3                    
 my
 fh
 er
 ra0 4                    
 cz
 kw
 ou
 ln
 rb0 4                    
 kw
 dp
 lv
 ou
 rc0 4                    
 lv
 do
 kn
 ou
 rd0 4                    
 kn
 cy
 ln
 ou
 re0 4                    
 fp
 jv
 ov
 kk
 rf0 4                    
 jv
 gf
 kt
 ov
 rg0 4                    
 kt
 ge
 jo
 ov
 rh0 4                    
 jo
 fo
 kk
 ov
 ri0 4                    
 et
 nd
 ow
 iw
 rj0 4                    
 nd
 fj
 jc
 ow
 rk0 4                    
 jc
 fi
 my
 ow
 rl0 4                    
 my
 es
 iw
 ow
 rm0 3                    
 bw
 jj
 bg
 rn0 3                    
 jj
 bv
 bf
 ro0 3                    
 jj
 bf
 bg
 rp0 4                    
 da
 le
 ox
 ky
 rq0 4                    
 le
 dq
 lf
 ox
 rr0 4                    
 lf
 dp
 kw
 ox
 rs0 4                    
 kw
 cz
 ky
 ox
 rt0 3                    
 gf
 jv
 gg
 ru0 3                    
 jv
 fp
 fq
 rv0 3                    
 jv
 fq
 gg
 rw0 4                    
 eu
 iz
 oy
 mv
 rx0 4                    
 iz
 fk
 nb
 oy
 ry0 4                    
 nb
 fj
 nd
 oy
 rz0 4                    
 nd
 et
 mv
 oy
 sa0 3                    
 bx
 jb
 bh
 sb0 3                    
 jb
 bw
 bg
 sc0 3                    
 jb
 bg
 bh
 sd0 4                    
 db
 lo
 oz
 kf
 se0 4                    
 lo
 dr
 ko
 oz
 sf0 4                    
 ko
 dq
 le
 oz
 sg0 4                    
 le
 da
 kf
 oz
 sh0 4                    
 ev
 jg
 pa
 mj
 si0 4                    
 jg
 fl
 ms
 pa
 sj0 4                    
 ms
 fk
 iz
 pa
 sk0 4                    
 iz
 eu
 mj
 pa

CONNECTIONS
  a  b
  b  c
  c  d
  d  e
  e  f
  f  g
  g  h
  h  i
  i  j
  j  k
  k  l
  l  m
  m  n
  n  o
  p  q
  q  r
  r  s
  s  t
  t  u
  u  v
  v  w
  w  x
  x  y
  y  z
  z aa
 aa ab
 ab ac
 ac ad
 ae af
 af ag
 ag ah
 ah ai
 ai aj
 aj ak
 ak al
 al am
 am an
 an ao
 ao ap
 ap aq
 aq ar
 ar as
 at au
 au av
 av aw
 be bf
 bf bg
 bg bh
 bi bj
 bj bk
 bu bv
 bv bw
 bx by
 by bz
 cj ck
 ck cl
 cm cn
 cn co
 cy cz
 cz da
 db dc
 dc dd
 dn do
 do dp
 dq dr
 dr ds
 ec ed
 ed ee
 ef eg
 eg eh
 er es
 es et
 eu ev
 ev ew
 fg fh
 fh fi
 fj fk
 fk fl
 fl fm
 fu fv
 fv fw
 fw fx
 fy fz
 fz ga
 ga gb
 gb gc
 gc gd
 gd ge
 ge gf
 gf gg
 gg gh
 gh gi
 gi gj
 gj gk
 gk gl
 gl gm
 gn go
 go gp
 gp gq
 gq gr
 gr gs
 gs gt
 gt gu
 gu gv
 gv gw
 gw gx
 gx gy
 gy gz
 gz ha
 ha hb
 hc hd
 hd he
 he hf
 hf hg
 hg hh
 hh hi
 hi hj
 hj hk
 hk hl
 hl hm
 hm hn
 hn ho
 ho hp
 hp hq
  a  p
  p ae
 ae at
 at bi
 bi bx
 bx cm
 cm db
 db dq
 dq ef
 ef eu
 eu fj
 fj fy
 fy gn
 gn hc
  b  q
  q af
 af au
 au bj
 bj by
 by cn
 cn dc
 dc dr
 dr eg
 eg ev
 ev fk
 fk fz
 fz go
 go hd
  c  r
  r ag
 ag av
 av bk
 bk bz
 bz co
 co dd
 dd ds
 ds eh
 eh ew
 ew fl
 fl ga
 ga gp
 gp he
  d  s
  s ah
 ah aw
 fm gb
 gb gq
 gq hf
  e  t
  t ai
 gc gr
 gr hg
  f  u
  u aj
 gd gs
 gs hh
  g  v
  v ak
 ge gt
 gt hi
  h  w
  w al
 gf gu
 gu hj
  i  x
  x am
 gg gv
 gv hk
  j  y
  y an
 gh gw
 gw hl
  k  z
  z ao
 gi gx
 gx hm
  l aa
 aa ap
 ap be
 fu gj
 gj gy
 gy hn
  m ab
 ab aq
 aq bf
 bf bu
 bu cj
 cj cy
 cy dn
 dn ec
 ec er
 er fg
 fg fv
 fv gk
 gk gz
 gz ho
  n ac
 ac ar
 ar bg
 bg bv
 bv ck
 ck cz
 cz do
 do ed
 ed es
 es fh
 fh fw
 fw gl
 gl ha
 ha hp
  o ad
 ad as
 as bh
 bh bw
 bw cl
 cl da
 da dp
 dp ee
 ee et
 et fi
 fi fx
 fx gm
 gm hb
 hb hq
 ik iy
 os pj
 ld ls
 pz qn
 jc jd
 kd ku
 ny rn
 iq qm
 mt qg
 jp jq
 mu nj
 lo mb
 lg ot
 ru rv
 ao sc
 ic ld
 nw oj
 mq ms
 ph pi
 pi pj
 iv lv
 ig ih
 jd je
 mg mh
 lu ml
 rj rk
 rf rg
 op or
 hs pg
 kd np
 ds jb
 rt rv
 lg lj
 pd ps
 hr hs
 gd lb
 nv rm
 ow oz
 sd se
 ht pj
 nj nk
 rb rc
 lo lp
 lq mh
 nh nk
 jg jh
 oe of
 kb sg
 kj kk
 rm sb
 iw ix
 mu mv
 ot ou
 qd qe
 ic if
 gc kn
 hr ij
 iy lw
 nk qv
 jc jf
 kr ks
 kp le
 gi nu
 ob oc
 rp rs
 mr ne
 hz ia
 nm nn
 ih is
 pg pj
 os ov
 if le
 jo kc
 jf mg
 mb md
 rx ry
 mt nk
 ra rs
 jw rw
 ke kt
 mr ms
 nb nq
 me mf
 sf sg
 ow ox
 lg lh
 no og
 qr rg
 ns rg
 mh ps
 no nr
 ri rl
 ke sh
 bz hx
 ii qb
 la lb
 rp sg
 qk rc
 iv jj
 mr qd
 ov sf
 se sf
 pw px
 oq or
 ph qa
 rw rx
 lc ld
 be sa
 kx ky
 pl pm
 nd ql
 cj lm
 ps pt
 iw qq
 hu sd
 oc rk
 hz im
 ri rj
 lu ph
 ht hu
 po pp
 lr mg
 ih ii
 jl jx
 ki kj
 io ip
 lu lv
 kc nj
 lu lx
 qj qk
 me mw
 hv kp
 hw ie
 kw kx
 nf ns
 rq sf
 ik lh
 mk ml
 lz ma
 kd ke
 oz sj
 mj mk
 pn pq
 jq rs
 ka sd
 ol oo
 ry rz
 ni nx
 kr oe
 jv kg
 qo qp
 io jf
 hy hz
 la ln
 nz oa
 re rf
 oh oi
 ks li
 hr hu
 nt nu
 ou ov
 iq ir
 oi pa
 mn nc
 nv ny
 hy ib
 of og
 kg nq
 pu pv
 ki kx
 oh sa
 od oe
 pu qm
 nw nx
 aw oq
 jk jl
 qx rl
 na nb
 lq lr
 sh si
 os se
 si sj
 kr ku
 jq jr
 je jf
 mm pv
 mc mq
 rn ro
 jx jy
 gf md
 ie px
 qs qt
 nc nd
 qe qf
 qj rd
 iv iw
 nf qr
 jw jx
 jg jt
 rk rl
 ni nj
 oy oz
 fg rv
 ox pp
 jx rz
 oh pb
 pr qh
 km kn
 kf kg
 rc rd
 lt pe
 al qi
 qy rk
 nv nw
 py qo
 ll pa
 ra rb
 jr mv
 nb nc
 id iq
 os ot
 im in
 mt mw
 nt rf
 hy in
 nz oo
 jn mo
 ib kt
 ix iy
 iz lz
 nz rj
 ja jb
 ic id
 ib sh
 qv qw
 my qn
 ky oj
 pp pq
 hu kj
 nl nn
 po qe
 id ie
 ja jm
 pg ph
 jl ri
 nv ok
 jk mn
 na nr
 pv pw
 io lr
 kw lk
 il ix
 ol om
 lk lm
 nr rc
 il qc
 lh li
 kr lj
 lg lx
 ge lp
 rw sk
 pu px
 ka kb
 js ru
 mt mu
 ol rx
 ql qm
 jk jn
 rf rt
 rr rs
 lr ls
 nx ny
 pr pt
 ly ma
 kv ky
 nl oc
 le lf
 io ir
 rj ry
 rx sj
 nh ni
 jm jn
 nm ob
 kv ll
 qg qv
 ln lp
 om oy
 lc lt
 gh ng
 jh js
 pz qa
 ko lf
 mi pz
 kh ky
 it iu
 ke kf
 im qf
 is iu
 mq qe
 qn qp
 kf sk
 kp kq
 ok sb
 ie if
 no np
 hv hx
 kh ki
 qq qr
 ht se
 be pb
 ij kx
 od ov
 iz jn
 ka kj
 in li
 kl kn
 ii ij
 ip qj
 mi mj
 is qo
 li lj
 bu pc
 ai or
 hr ki
 ox oy
 lq lt
 kh nw
 ri rz
 ne ng
 qx qz
 ks kt
 sb sc
 ko kq
 jz kc
 kd kg
 mi ml
 ld le
 je rd
 ol oz
 oo ry
 na qk
 pl pw
 jm rl
 rw rz
 ix qt
 ic ir
 mb pp
 lx pi
 me mh
 oh ok
 km oa
 jz ni
 qc qd
 ia ib
 qc qt
 ow pq
 lv lw
 mn mo
 gg ms
 fu nt
 re rh
 lz mo
 mf mg
 rq rr
 iz jb
 mm mn
 mm nd
 ll lm
 qu rn
 ji rh
 ih py
 mx mz
 qj qm
 jo jp
 kz lb
 me pr
 jz ka
 ly pl
 qk ql
 om on
 oe ou
 ip je
 oa ob
 re ru
 pn po
 kv kw
 qa qb
 oi oj
 dn qp
 er ju
 mw qh
 pv ql
 rm ro
 mf mv
 jg jj
 kb kc
 rg rh
 jc mf
 na nd
 sa sc
 qq qt
 bk kq
 mj mx
 ly mp
 np nq
 kv oi
 ig ij
 od og
 il im
 ik in
 mi my
 jp kb
 lo ox
 sh sk
 nz oc
 hw hx
 ir ls
 jh re
 nf ng
 ne qs
 jc jr
 lc lf
 jt mx
 iw ji
 jl jm
 jv jw
 jg mj
 nl qy
 np of
 pn qf
 ln oy
 pe pf
 it lk
 op pe
 rp rq
 og rr
 pg qb
 qq rh
 kt ku
 la om
 ew nn
 ow si
 eh qz
 hs ii
 nh ny
 py qb
 qh qi
 fu rt
 hy ks
 hv if
 ra rd
 aj pf
 ns nu
 mc po
 pk px
 kk nx
 oa on
 jv nb
 my mz
 jv jy
 jd jq
 qy qz
 qu qw
 pk pm
 kh kk
 jz kk
 jo jr
 sd sg
 js ju
 hw pk
 ig it
 lc op
 lh lw
 jh ji
 ku of
 lq pd
 jp rp
 an ro
 fm nm
 lf oq
 nh qu
 jj mk
 ak pt
 sj sk
 hs ht
 on oo
 ip iq
 ec mz
 od rq
 jo mu
 mc md
 jt ju
 ml qa
 pa pc
 ik il
 cy iu
 mm mp
 iv iy
 jw kf
 no rb
 oj ok
 qc qf
 hz pn
 ia pq
 lv mk
 kl ob
 dd ma
 mo mp
 fm kl
 nq nr
 rb rr
 pd pf
 mv mw
 co pm
 aw ko
 ig kw
 ji jj
 jd ra
 mp pw
 jy nc
 pb pc
 ot pi
 kz on
 py pz
 lj ou
 lw lx
 jk jy
 ls lt
 qd qs
 qr qs
 am qw
 km kz
 id pu
 ja qx
 qg qi
 ia si

LAYERS
 0       0.00      0.00
 1     -25.00    -12.50
 2     -50.00    -37.50
 3     -75.00    -62.50
 4    -100.00    -87.50
 5    -125.00   -112.50
 6    -150.00   -137.50
 7    -175.00   -162.50
 8    -200.00   -187.50
 9    -225.00   -212.50
10    -250.00   -237.50
11    -300.00   -275.00
12    -350.00   -325.00
13    -400.00   -375.00
14    -450.00   -425.00
15    -500.00   -475.00
16    -600.00   -550.00
17    -700.00   -650.00
18    -800.00   -750.00
19    -900.00   -850.00
20   -1000.00   -950.00

SURFA
  a   -118.44
  b   -129.90
  c   -138.68
  d   -140.56
  e   -137.51
  f   -130.05
  g   -118.88
  h   -104.69
  i    -88.47
  j    -71.89
  k    -57.27
  l    -47.29
  m    -43.99
  n    -49.46
  o    -58.98
  p   -133.70
  q   -147.46
  r   -158.88
  s   -162.61
  t   -160.52
  u   -152.91
  v   -140.50
  w   -124.29
  x   -105.43
  y    -85.83
  z    -67.98
 aa    -54.79
 ab    -48.47
 ac    -51.15
 ad    -58.66
 ae   -152.51
 af   -168.90
 ag   -183.36
 ah   -189.34
 ai   -188.84
 aj   -181.66
 ak   -168.15
 al   -150.01
 am   -128.63
 an   -106.09
 ao    -84.84
 ap    -68.00
 aq    -58.06
 ar    -57.16
 as    -61.96
 at   -168.82
 au   -187.09
 av   -203.85
 aw   -210.50
 be    -81.70
 bf    -71.23
 bg    -67.29
 bh    -69.39
 bi   -180.47
 bj   -199.74
 bk   -218.00
 bu    -86.53
 bv    -79.77
 bw    -79.08
 bx   -184.87
 by   -204.15
 bz   -223.12
 cj   -102.60
 ck    -92.95
 cl    -89.39
 cm   -180.71
 cn   -198.95
 co   -217.76
 cy   -117.03
 cz   -105.03
 da    -98.80
 db   -168.07
 dc   -184.32
 dd   -202.20
 dn   -128.85
 do   -114.98
 dp   -106.40
 dq   -148.75
 dr   -162.16
 ds   -178.28
 ec   -137.15
 ed   -122.13
 ee   -111.75
 ef   -126.03
 eg   -135.84
 eh   -149.18
 er   -141.57
 es   -126.41
 et   -115.07
 eu   -103.87
 ev   -109.44
 ew   -118.87
 fg   -142.23
 fh   -128.23
 fi   -116.97
 fj    -85.97
 fk    -87.04
 fl    -92.05
 fm    -99.18
 fu   -147.77
 fv   -140.16
 fw   -128.53
 fx   -118.42
 fy    -74.45
 fz    -70.93
 ga    -70.69
 gb    -76.01
 gc    -85.61
 gd    -97.78
 ge   -110.64
 gf   -122.91
 gg   -133.07
 gh   -139.97
 gi   -142.75
 gj   -141.59
 gk   -136.80
 gl   -128.47
 gm   -120.38
 gn    -69.38
 go    -61.37
 gp    -55.31
 gq    -55.27
 gr    -60.74
 gs    -70.94
 gt    -84.27
 gu    -98.85
 gv   -112.61
 gw   -123.86
 gx   -131.34
 gy   -134.63
 gz   -133.94
 ha   -129.38
 hb   -123.87
 hc    -68.41
 hd    -57.22
 he    -46.95
 hf    -43.04
 hg    -45.52
 hh    -54.14
 hi    -67.43
 hj    -83.27
 hk    -99.25
 hl   -113.28
 hm   -123.85
 hn   -130.28
 ho   -132.65
 hp   -131.04
 hq   -127.65
 hr   -161.74
 hs   -167.31
 ht   -176.99
 hu   -172.11
 hv   -233.27
 hw   -233.94
 hx   -232.13
 hy   -190.76
 hz   -183.18
 ia   -183.21
 ib   -192.12
 ic   -233.92
 id   -235.62
 ie   -236.05
 if   -234.94
 ig   -139.15
 ih   -145.80
 ii   -157.31
 ij   -151.14
 ik   -185.09
 il   -180.16
 im   -182.17
 in   -188.39
 io   -225.96
 ip   -228.80
 iq   -233.04
 ir   -230.76
 is   -136.84
 it   -127.59
 iu   -128.33
 iv   -176.04
 iw   -173.50
 ix   -177.26
 iy   -180.93
 iz   -200.95
 ja   -182.80
 jb   -189.01
 jc   -211.76
 jd   -215.79
 je   -222.98
 jf   -219.55
 jg   -162.65
 jh   -162.24
 ji   -168.84
 jj   -170.31
 jk   -208.20
 jl   -196.33
 jm   -191.33
 jn   -204.18
 jo   -192.76
 jp   -198.00
 jq   -207.39
 jr   -202.75
 js   -155.60
 jt   -154.92
 ju   -152.25
 jv   -210.85
 jw   -201.17
 jx   -199.42
 jy   -210.25
 jz   -170.74
 ka   -177.13
 kb   -187.83
 kc   -182.00
 kd   -208.33
 ke   -201.24
 kf   -201.79
 kg   -210.21
 kh   -147.81
 ki   -155.17
 kj   -166.13
 kk   -159.21
 kl   -107.57
 km   -117.19
 kn   -106.00
 ko   -222.30
 kp   -230.89
 kq   -225.98
 kr   -201.22
 ks   -196.83
 kt   -199.57
 ku   -205.31
 kv   -123.67
 kw   -131.72
 kx   -144.10
 ky   -136.36
 kz   -121.34
 la   -129.56
 lb   -118.89
 lc   -221.43
 ld   -229.69
 le   -231.10
 lf   -223.21
 lg   -190.35
 lh   -188.52
 li   -193.12
 lj   -196.20
 lk   -122.53
 ll   -111.65
 lm   -113.14
 ln   -133.37
 lo   -140.68
 lp   -130.96
 lq   -211.87
 lr   -220.90
 ls   -226.10
 lt   -217.36
 lu   -176.77
 lv   -177.15
 lw   -183.14
 lx   -183.80
 ly   -221.70
 lz   -208.61
 ma   -212.74
 mb   -143.70
 mc   -149.28
 md   -141.18
 me   -196.26
 mf   -205.87
 mg   -214.07
 mh   -204.72
 mi   -159.59
 mj   -161.78
 mk   -170.40
 ml   -169.08
 mm   -226.13
 mn   -218.21
 mo   -215.19
 mp   -224.13
 mq   -151.20
 mr   -154.47
 ms   -148.46
 mt   -175.88
 mu   -186.02
 mv   -196.43
 mw   -186.54
 mx   -154.02
 my   -150.17
 mz   -148.65
 na   -224.43
 nb   -218.65
 nc   -219.20
 nd   -226.08
 ne   -155.12
 nf   -155.74
 ng   -152.06
 nh   -152.54
 ni   -163.18
 nj   -174.84
 nk   -164.43
 nl   -141.26
 nm   -117.95
 nn   -127.47
 no   -217.00
 np   -213.61
 nq   -216.77
 nr   -221.38
 ns   -155.11
 nt   -152.23
 nu   -151.52
 nv   -128.50
 nw   -139.56
 nx   -151.29
 ny   -140.42
 nz   -152.78
 oa   -133.51
 ob   -126.02
 oc   -145.61
 od   -204.87
 oe   -203.90
 of   -209.28
 og   -211.45
 oh   -103.99
 oi   -115.07
 oj   -127.89
 ok   -116.82
 ol   -163.11
 om   -145.06
 on   -139.53
 oo   -158.37
 op   -211.04
 oq   -213.20
 or   -207.24
 os   -189.29
 ot   -190.59
 ou   -197.62
 ov   -197.42
 ow   -170.34
 ox   -154.56
 oy   -150.19
 oz   -167.17
 pa   -106.01
 pb    -92.89
 pc    -96.01
 pd   -200.72
 pe   -208.13
 pf   -199.89
 pg   -171.76
 ph   -174.95
 pi   -182.95
 pj   -180.65
 pk   -232.82
 pl   -226.32
 pm   -227.65
 pn   -173.93
 po   -161.03
 pp   -158.30
 pq   -172.64
 pr   -184.60
 ps   -195.85
 pt   -185.82
 pu   -234.93
 pv   -231.72
 pw   -230.63
 px   -234.69
 py   -151.50
 pz   -156.15
 qa   -166.40
 qb   -162.43
 qc   -173.60
 qd   -163.85
 qe   -163.01
 qf   -174.29
 qg   -163.88
 qh   -178.04
 qi   -166.71
 qj   -229.53
 qk   -228.07
 ql   -230.72
 qm   -233.06
 qn   -147.63
 qo   -140.80
 qp   -140.49
 qq   -169.45
 qr   -162.76
 qs   -163.88
 qt   -172.01
 qu   -140.36
 qv   -156.19
 qw   -144.17
 qx   -173.00
 qy   -152.06
 qz   -159.36
 ra   -218.07
 rb   -218.48
 rc   -223.95
 rd   -224.48
 re   -160.59
 rf   -156.77
 rg   -160.85
 rh   -165.99
 ri   -182.92
 rj   -168.43
 rk   -161.78
 rl   -177.04
 rm   -116.35
 rn   -132.24
 ro   -120.29
 rp   -201.84
 rq   -204.16
 rr   -211.83
 rs   -210.46
 rt   -152.06
 ru   -154.94
 rv   -151.39
 rw   -189.83
 rx   -177.20
 ry   -173.34
 rz   -186.98
 sa    -92.94
 sb   -108.63
 sc    -97.45
 sd   -182.46
 se   -186.55
 sf   -195.66
 sg   -192.44
 sh   -192.44
 si   -182.20
 sj   -180.20
 sk   -191.68


