GENER01  1.00e+25  1.00e-06                                0.00  
VERTICES
 ot0 4                    
 kz
 eh
 kx
 ol
 ou0 4                    
 kx
 eg
 kr
 ol
 ov0 4                    
 kr
 dq
 ko
 ol
 ow0 4                    
 fl
 jy
 om
 ms
 ox0 4                    
 jy
 gb
 mx
 om
 oy0 4                    
 mx
 ga
 mz
 om
 oz0 4                    
 mz
 fk
 ms
 om
 pa0 3                    
 cn
 nc
 co
 pb0 3                    
 nc
 bx
 by
 pc0 3                    
 nc
 by
 co
 pd0 3                    
 bs
 lt
 bc
 pe0 3                    
 lt
 br
 bb
 pf0 3                    
 lt
 bb
 bc
 pg0 4                    
 ds
 lh
 on
 jx
 ph0 4                    
 lh
 ei
 kh
 on
 pi0 4                    
 kh
 eh
 kz
 on
 pj0 4                    
 kz
 dr
 jx
 on
 pk0 3                    
 cw
 jw
 cv
 pl0 3                    
 jw
 dm
 dl
 pm0 3                    
 jw
 dl
 cv
 pn0 4                    
 fm
 ja
 oo
 me
 po0 4                    
 ja
 gc
 ml
 oo
 pp0 4                    
 ml
 gb
 jy
 oo
 pq0 4                    
 jy
 fl
 me
 oo
 pr0 3                    
 bt
 lg
 bd
 ps0 3                    
 lg
 bs
 bc
 pt0 3                    
 lg
 bc
 bd
 pu0 4                    
 cx
 kg
 op
 mn
 pv0 4                    
 kg
 dn
 mu
 op
 pw0 4                    
 mu
 dm
 jw
 op
 px0 4                    
 jw
 cw
 mn
 op
 py0 4                    
 dt
 lq
 oq
 jk
 pz0 4                    
 lq
 ej
 js
 oq
 qa0 4                    
 js
 ei
 lh
 oq
 qb0 4                    
 lh
 ds
 jk
 oq
 qc0 4                    
 fn
 jh
 or
 lr
 qd0 4                    
 jh
 gd
